Title,title,Journal,DOI,doi,Is_Development_Likely,Abstract,abstract
Remdesivir as a potent antiviral against prototype and current epidemic Oropouche virus strains (BeAn19991 and PE-IAM4637).,Remdesivir as a potent antiviral against prototype and current epidemic Oropouche virus strains (BeAn19991 and PE-IAM4637).,Virus research,https://doi.org/10.1016/j.virusres.2025.199680,https://doi.org/10.1016/j.virusres.2025.199680,✅,"The Oropouche virus (OROV), an orthobunyavirus transmitted by biting midges, is the causative agent of Oropouche fever, which has caused multiple outbreaks in South and Central America. During the most recent epidemic in 2023-2025, >25,000 laboratory-confirmed cases were reported in Brazil, and no licensed antivirals have been reported to be effective date. In this study, we generated a recombinant OROV-expressing enhanced green fluorescent protein (rOROV/GFP) to facilitate rapid and sensitive antiviral evaluation. Growth kinetics demonstrated that rOROV/GFP replicated less efficiently than wild-type rOROV and that the historical prototype strain (BeAn19991) exhibited higher replication efficiency than the recent epidemic isolate (PE-IAM4637) in both Vero E6 and Huh7 cells. Using this system, we evaluated the antiviral activity of ribavirin, favipiravir (T-705), and remdesivir against OROV. All three compounds inhibited OROV replication in a dose-dependent manner, with remdesivir showing the greatest potency (IC₅₀ values of 0.31 µM). Taken together, our findings highlight remdesivir as a promising candidate for the treatment of Oropouche fever caused by OROV. Furthermore, we established rOROV/GFP as a powerful tool for antiviral drug screening.","The Oropouche virus (OROV), an orthobunyavirus transmitted by biting midges, is the causative agent of Oropouche fever, which has caused multiple outbreaks in South and Central America. During the most recent epidemic in 2023-2025, >25,000 laboratory-confirmed cases were reported in Brazil, and no licensed antivirals have been reported to be effective date. In this study, we generated a recombinant OROV-expressing enhanced green fluorescent protein (rOROV/GFP) to facilitate rapid and sensitive antiviral evaluation. Growth kinetics demonstrated that rOROV/GFP replicated less efficiently than wild-type rOROV and that the historical prototype strain (BeAn19991) exhibited higher replication efficiency than the recent epidemic isolate (PE-IAM4637) in both Vero E6 and Huh7 cells. Using this system, we evaluated the antiviral activity of ribavirin, favipiravir (T-705), and remdesivir against OROV. All three compounds inhibited OROV replication in a dose-dependent manner, with remdesivir showing the greatest potency (IC₅₀ values of 0.31 µM). Taken together, our findings highlight remdesivir as a promising candidate for the treatment of Oropouche fever caused by OROV. Furthermore, we established rOROV/GFP as a powerful tool for antiviral drug screening."
Utilization of Miniature CRISPR-AsCas12f1 Nuclease for Efficient Genome Editing in Bacillus subtilis.,Utilization of Miniature CRISPR-AsCas12f1 Nuclease for Efficient Genome Editing in Bacillus subtilis.,Biotechnology journal,https://doi.org/10.1002/biot.70168,https://doi.org/10.1002/biot.70168,✅,"To address the limitations of clustered regularly interspaced short palindromic repeats (CRISPR)-CRISPR-associated (Cas)9 in Bacillus subtilis, such as low transformation efficiency and strong dependence on specific PAM sequences, this study developed a novel genome-editing tool based on AsCas12f1 nuclease derived from Acidibacillus sulfuroxidans. Using the CRISPR-AsCas12f1 system, we successfully achieved gene knockout and targeted insertion in B. subtilis with a knockout efficiency of up to 100%. We further demonstrated that the length of the donor DNA homology arms and the choice of PAM motifs significantly influenced the editing efficiency. To expand the applicability of this system, gene interference and activation experiments were performed using green fluorescent protein (GFP) as a reporter. The system achieved more than 90% gene knockdown efficiency and effectively activated the reported gene transcription, with a maximum activation fold of 3.20. In conclusion, the CRISPR-AsCas12f1 system established in this study provides an efficient and reliable genome editing tool for the functional gene research and industrial applications of B. subtilis.","To address the limitations of clustered regularly interspaced short palindromic repeats (CRISPR)-CRISPR-associated (Cas)9 in Bacillus subtilis, such as low transformation efficiency and strong dependence on specific PAM sequences, this study developed a novel genome-editing tool based on AsCas12f1 nuclease derived from Acidibacillus sulfuroxidans. Using the CRISPR-AsCas12f1 system, we successfully achieved gene knockout and targeted insertion in B. subtilis with a knockout efficiency of up to 100%. We further demonstrated that the length of the donor DNA homology arms and the choice of PAM motifs significantly influenced the editing efficiency. To expand the applicability of this system, gene interference and activation experiments were performed using green fluorescent protein (GFP) as a reporter. The system achieved more than 90% gene knockdown efficiency and effectively activated the reported gene transcription, with a maximum activation fold of 3.20. In conclusion, the CRISPR-AsCas12f1 system established in this study provides an efficient and reliable genome editing tool for the functional gene research and industrial applications of B. subtilis."
Deciphering the opioid code.,Deciphering the opioid code.,Cell chemical biology,https://doi.org/10.1016/j.chembiol.2025.11.012,https://doi.org/10.1016/j.chembiol.2025.11.012,,"Mu-opioid receptors (MORs) are expressed in brain and contribute to a complex array of advantageous and deleterious behaviors. In this issue of Cell Chemical Biology, Sanchez et al.<sup>1</sup> report a genetically encoded pharmacological tool to probe spatiotemporal release of endogenous opioids and their actions at MORs across cell types and circuits.","Mu-opioid receptors (MORs) are expressed in brain and contribute to a complex array of advantageous and deleterious behaviors. In this issue of Cell Chemical Biology, Sanchez et al.<sup>1</sup> report a genetically encoded pharmacological tool to probe spatiotemporal release of endogenous opioids and their actions at MORs across cell types and circuits."
Different mCherry isoforms show distinct photophysical properties in FRET tandem constructs.,Different mCherry isoforms show distinct photophysical properties in FRET tandem constructs.,Frontiers in bioengineering and biotechnology,https://doi.org/10.3389/fbioe.2025.1613582,https://doi.org/10.3389/fbioe.2025.1613582,✅,"Fluorescent proteins are important reporter tools to investigate biological processes in the cellular environment at the molecular level. The spectrum of available fluorescent proteins has been greatly expanded by red-emitting fluorescent variants such as the commonly used mCherry. However, the presence of alternative translation initiation sites (aTIS) in mCherry allows for production of shorter protein isoforms with different properties that can bias the results of studies in which mCherry intensities are evaluated. In the present study, we used a novel approach of spectroscopic techniques, including Förster resonance energy transfer (FRET) to investigate the impact of aTIS on the photophysical properties and the functionality of mCherry in both, prokaryotic and eukaryotic expression systems. To this aim, FRET tandem constructs with different translation initiation sites, comprising mNeonGreen as donor fluorophore and mCherry as acceptor, were designed and systematically analyzed using steady-state spectroscopy, time- and spectrally-resolved fluorescence measurements, and fluorescence lifetime imaging (FLIM) based FRET measurements. The long isoforms exhibited similar photophysical properties like the full-length mCherry protein. They were also suitable FRET acceptors when coupled to mNeonGreen. The choice of translation initiation site markedly affected donor fluorescence lifetime, fluorescence intensity, and efficiency of energy transfer of the FRET constructs. Longer mCherry isoforms retained FRET acceptor functionality whereas shorter translational isoforms were non-functional, i.e., were non-fluorescent and had no effect on donor fluorescence lifetime. Our results provide insight into the implications of aTIS when using mCherry as fluorescent reporter. Overall, our study highlights the importance of considering translation initiation mechanisms in both pro- and eukaryotic systems, as they can substantially impact protein functionality and the interpretation of biological measurements.","Fluorescent proteins are important reporter tools to investigate biological processes in the cellular environment at the molecular level. The spectrum of available fluorescent proteins has been greatly expanded by red-emitting fluorescent variants such as the commonly used mCherry. However, the presence of alternative translation initiation sites (aTIS) in mCherry allows for production of shorter protein isoforms with different properties that can bias the results of studies in which mCherry intensities are evaluated. In the present study, we used a novel approach of spectroscopic techniques, including Förster resonance energy transfer (FRET) to investigate the impact of aTIS on the photophysical properties and the functionality of mCherry in both, prokaryotic and eukaryotic expression systems. To this aim, FRET tandem constructs with different translation initiation sites, comprising mNeonGreen as donor fluorophore and mCherry as acceptor, were designed and systematically analyzed using steady-state spectroscopy, time- and spectrally-resolved fluorescence measurements, and fluorescence lifetime imaging (FLIM) based FRET measurements. The long isoforms exhibited similar photophysical properties like the full-length mCherry protein. They were also suitable FRET acceptors when coupled to mNeonGreen. The choice of translation initiation site markedly affected donor fluorescence lifetime, fluorescence intensity, and efficiency of energy transfer of the FRET constructs. Longer mCherry isoforms retained FRET acceptor functionality whereas shorter translational isoforms were non-functional, i.e., were non-fluorescent and had no effect on donor fluorescence lifetime. Our results provide insight into the implications of aTIS when using mCherry as fluorescent reporter. Overall, our study highlights the importance of considering translation initiation mechanisms in both pro- and eukaryotic systems, as they can substantially impact protein functionality and the interpretation of biological measurements."
Dorsolateral striatal acetylcholine reorganizes neural ensembles to anticipate threat.,Dorsolateral striatal acetylcholine reorganizes neural ensembles to anticipate threat.,bioRxiv : the preprint server for biology,https://doi.org/10.64898/2025.12.10.693585,https://doi.org/10.64898/2025.12.10.693585,,"Adaptive behavior requires flexible encoding of emotional valence. Although striatal acetylcholine (ACh) signaling is critical for reinforcement learning, its contribution to aversive learning has remained poorly defined. Here, we demonstrate that ACh release in the dorsolateral striatum (DLS) is selectively biased toward negative valence. Using fiber photometry with a genetically encoded ACh sensor, we found that ACh release robustly increased during threat prediction but decreased in anticipation of rewarding outcomes, revealing a bidirectional and valence-specific signature. Optogenetically stimulating ACh release at cue onset accelerated threat learning, impaired extinction, and shifted behavioral responding toward persistent threat expectancy. Concurrent single-cell calcium imaging and optogenetic manipulation revealed that elevated ACh release dynamically reorganized DLS ensemble activity, increasing both excited and inhibited neurons and producing large-scale state-space divergence during threat cues. During extinction, optogenetically sustained ACh release preserved the organization of threat-predictive DLS ensemble activity despite the absence of shock. These findings identify DLS ACh as a valence-specific neuromodulatory signal that reconfigures striatal network dynamics, primes ensembles for impending threat, and biases learning toward threat persistence.","Adaptive behavior requires flexible encoding of emotional valence. Although striatal acetylcholine (ACh) signaling is critical for reinforcement learning, its contribution to aversive learning has remained poorly defined. Here, we demonstrate that ACh release in the dorsolateral striatum (DLS) is selectively biased toward negative valence. Using fiber photometry with a genetically encoded ACh sensor, we found that ACh release robustly increased during threat prediction but decreased in anticipation of rewarding outcomes, revealing a bidirectional and valence-specific signature. Optogenetically stimulating ACh release at cue onset accelerated threat learning, impaired extinction, and shifted behavioral responding toward persistent threat expectancy. Concurrent single-cell calcium imaging and optogenetic manipulation revealed that elevated ACh release dynamically reorganized DLS ensemble activity, increasing both excited and inhibited neurons and producing large-scale state-space divergence during threat cues. During extinction, optogenetically sustained ACh release preserved the organization of threat-predictive DLS ensemble activity despite the absence of shock. These findings identify DLS ACh as a valence-specific neuromodulatory signal that reconfigures striatal network dynamics, primes ensembles for impending threat, and biases learning toward threat persistence."
Ribozyme-Enabled Tissue Specificity (RETS): A System for Precise Gene Expression without Specialized Promoters.,Ribozyme-Enabled Tissue Specificity (RETS): A System for Precise Gene Expression without Specialized Promoters.,ACS synthetic biology,https://doi.org/10.1021/acssynbio.5c00712,https://doi.org/10.1021/acssynbio.5c00712,✅,"Tissue- or cell-type-specific expression of transgenes is often essential for interrogation of the biological phenomenon or predictable engineering of multicellular organisms but can be stymied by cryptic enhancers that make identification of promoters that generate desired expression profiles challenging. In plants, the months-to-years long timeline associated with prototyping putative tissue-specific promoters in transgenic lines deepens this challenge. We have developed a novel strategy called Ribozyme-Enabled Tissue <i>S</i>pecificity (RETS) that leverages the knowledge of where and when genes are expressed derived from transcriptomic studies to enable tissue-specific expression without needing characterized promoters. It uses a split self-splicing ribozyme based on a group I intron from <i>Tetrahymena thermophila</i> to enable the conditional reconstitution of a transgene mRNA in the presence of a secondary tissue-specific mRNA of choice. We elucidate the design features that enable flexible swapping of transgenes and targets, enhancing transgene expression, and circumventing host RNA interference responses. We then show that these innovations enable tissue-specific and dose-dependent expression of transgenes in <i>Arabidopsis thaliana</i>. Finally, we demonstrate the utility of RETS both for creating genetically encoded biosensors to study the spatiotemporal patterns of gene expression <i>in planta</i> and for engineering tissue-specific changes in organ size. RETS provides a novel avenue to study expression patterns of native loci with nondestructive imaging, complementing the weakness of existing approaches. Additionally, the spatiotemporal control of transgene expression afforded by RETS enables precision engineering of plant phenotypes, which will facilitate enhancing crops without the trade-offs associated with constitutive expression.","Tissue- or cell-type-specific expression of transgenes is often essential for interrogation of the biological phenomenon or predictable engineering of multicellular organisms but can be stymied by cryptic enhancers that make identification of promoters that generate desired expression profiles challenging. In plants, the months-to-years long timeline associated with prototyping putative tissue-specific promoters in transgenic lines deepens this challenge. We have developed a novel strategy called Ribozyme-Enabled Tissue <i>S</i>pecificity (RETS) that leverages the knowledge of where and when genes are expressed derived from transcriptomic studies to enable tissue-specific expression without needing characterized promoters. It uses a split self-splicing ribozyme based on a group I intron from <i>Tetrahymena thermophila</i> to enable the conditional reconstitution of a transgene mRNA in the presence of a secondary tissue-specific mRNA of choice. We elucidate the design features that enable flexible swapping of transgenes and targets, enhancing transgene expression, and circumventing host RNA interference responses. We then show that these innovations enable tissue-specific and dose-dependent expression of transgenes in <i>Arabidopsis thaliana</i>. Finally, we demonstrate the utility of RETS both for creating genetically encoded biosensors to study the spatiotemporal patterns of gene expression <i>in planta</i> and for engineering tissue-specific changes in organ size. RETS provides a novel avenue to study expression patterns of native loci with nondestructive imaging, complementing the weakness of existing approaches. Additionally, the spatiotemporal control of transgene expression afforded by RETS enables precision engineering of plant phenotypes, which will facilitate enhancing crops without the trade-offs associated with constitutive expression."
Spatially heterogeneous acetylcholine dynamics in the striatum promote behavioral flexibility.,Spatially heterogeneous acetylcholine dynamics in the striatum promote behavioral flexibility.,Nature communications,https://doi.org/10.1038/s41467-025-66826-1,https://doi.org/10.1038/s41467-025-66826-1,✅,"Being able to switch from established choices to new alternatives when conditions change - behavioral flexibility - is essential for survival. Cholinergic signaling in the striatum contributes to such flexible behavior, yet the timing and spatial organization of acetylcholine release during contingency changes remain unclear, limiting conceptual understanding of its role in behavioral flexibility. Using a genetically encoded acetylcholine sensor and 2-photon imaging in the dorsal striatum of behaving mice, we visualized acetylcholine dynamics during acquisition and reversal learning in a virtual reality Y-maze. Rewarded outcomes evoked phasic decreases in acetylcholine, whereas unexpected non-reward following reversal triggered widespread increases that predicted lose-shift behavior. Targeted inhibition of cholinergic interneurons reduced this adaptive response. Spatial analysis revealed heterogeneous, temporally distinct signals forming functionally diverse microdomains. These findings suggest that widespread and focal acetylcholine release during unexpected outcomes promotes adaptive response shifts, offering a mechanistic framework for understanding disorders such as addiction and obsessive-compulsive rituals.","Being able to switch from established choices to new alternatives when conditions change - behavioral flexibility - is essential for survival. Cholinergic signaling in the striatum contributes to such flexible behavior, yet the timing and spatial organization of acetylcholine release during contingency changes remain unclear, limiting conceptual understanding of its role in behavioral flexibility. Using a genetically encoded acetylcholine sensor and 2-photon imaging in the dorsal striatum of behaving mice, we visualized acetylcholine dynamics during acquisition and reversal learning in a virtual reality Y-maze. Rewarded outcomes evoked phasic decreases in acetylcholine, whereas unexpected non-reward following reversal triggered widespread increases that predicted lose-shift behavior. Targeted inhibition of cholinergic interneurons reduced this adaptive response. Spatial analysis revealed heterogeneous, temporally distinct signals forming functionally diverse microdomains. These findings suggest that widespread and focal acetylcholine release during unexpected outcomes promotes adaptive response shifts, offering a mechanistic framework for understanding disorders such as addiction and obsessive-compulsive rituals."
The hematopoietic stem cells supportive megakaryocytes as shapers of the bone marrow niche.,The hematopoietic stem cells supportive megakaryocytes as shapers of the bone marrow niche.,European journal of histochemistry : EJH,https://doi.org/10.4081/ejh.2025.4424,https://doi.org/10.4081/ejh.2025.4424,✅,"The bone marrow (BM) niche plays a pivotal role in regulating the fate of hematopoietic stem cells (HSCs), and its integrity changes significantly during aging and in rare hematological disease, as in myelofibrosis (MF). In this study, we investigated how the localization and dynamics of HSCs are influenced under physiological and pathological conditions by a newly identified by HSC-supportive megakaryocytes (MKs) subpopulation. Using huCD34tTA/TetO-H2BGFP reporter mice, we analyzed HSCs distribution within the BM and quantified nuclear green fluorescent protein (GFP) intensity to assess the repopulating potential of aged controls and mutated Gata1low mice for MF. In the control group of aged mice, cells with high levels of GFP are clustered, and adjacent to cells morphologically identifiable as supportive MKs. These clusters displayed homogeneous GFP intensity, indicating that HSCs with similar functional properties tend to co-localize in proximity to supportive MKs. By contrast, in aged huCD34/TET/Gata1low mice, GFP cells were predominantly isolated and showed reduced fluorescence intensity. Although the frequency of MKs with a supportive phenotype was increased in MF mice, analyses of GFP revealed that the ability of these MKs to maintain the HSCs in their niche was significantly impaired. Our results provide new insights on the maladaptive remodeling of the BM niche. They highlight the supportive role of MKs as potential key regulators of HSCs homeostasis. Despite their numerical expansion in MF, these cells are functionally compromised, thereby contributing to altered HSCs localization, mobilization, and to hematopoietic failure.","The bone marrow (BM) niche plays a pivotal role in regulating the fate of hematopoietic stem cells (HSCs), and its integrity changes significantly during aging and in rare hematological disease, as in myelofibrosis (MF). In this study, we investigated how the localization and dynamics of HSCs are influenced under physiological and pathological conditions by a newly identified by HSC-supportive megakaryocytes (MKs) subpopulation. Using huCD34tTA/TetO-H2BGFP reporter mice, we analyzed HSCs distribution within the BM and quantified nuclear green fluorescent protein (GFP) intensity to assess the repopulating potential of aged controls and mutated Gata1low mice for MF. In the control group of aged mice, cells with high levels of GFP are clustered, and adjacent to cells morphologically identifiable as supportive MKs. These clusters displayed homogeneous GFP intensity, indicating that HSCs with similar functional properties tend to co-localize in proximity to supportive MKs. By contrast, in aged huCD34/TET/Gata1low mice, GFP cells were predominantly isolated and showed reduced fluorescence intensity. Although the frequency of MKs with a supportive phenotype was increased in MF mice, analyses of GFP revealed that the ability of these MKs to maintain the HSCs in their niche was significantly impaired. Our results provide new insights on the maladaptive remodeling of the BM niche. They highlight the supportive role of MKs as potential key regulators of HSCs homeostasis. Despite their numerical expansion in MF, these cells are functionally compromised, thereby contributing to altered HSCs localization, mobilization, and to hematopoietic failure."
Tuning the Response of GPCR-Based Yeast Sensors Using Fluorescent Reporters.,Tuning the Response of GPCR-Based Yeast Sensors Using Fluorescent Reporters.,ACS synthetic biology,https://doi.org/10.1021/acssynbio.5c00466,https://doi.org/10.1021/acssynbio.5c00466,✅,"G protein-coupled receptors (GPCRs) recognize ligands on the cell surface, initiating intracellular signaling pathways that control a variety of biological processes, from neurotransmission and hormone regulation to light detection and smell. As entryways into these pathways, GPCRs are key pharmacological targets, with 30% of FDA-approved drugs targeting them. High-throughput GPCR-based sensors in yeast are proven platforms for the identification of novel GPCR ligands. Most human GPCRs (hGPCRs), however, led to small increases in the signal after activation, hindering the development of high-throughput (HT) assays. To streamline the generation of HT assays for biomedically important hGPCRs, here we analyze five fluorescent reporters in the context of hGPCR-based sensors. Using the serotonin receptor 4 (HTR4)-based sensor as a testbed, we identify YPet, a yellow fluorescent protein previously evolved for improved intracellular fluorescence, as the optimal fluorescent reporter when using flow cytometry, fluorescence-activated cell sorting, or a fluorescent plate reader. YPet increases the dynamic range of hGPCR-based sensors in general, enabling the engineering of HTR4-, MC4R- S1PR2-, HTR1A-, and Mel1A-based sensors with vastly higher increases in signal than previously engineered sensors. YPet even allowed the construction of a functional HTR1D-based sensor, a sensor that had been difficult for the field to construct. Finally, the fast maturation of YPet reduces the time to readout from 4 h to 30 min, unlocking point-of-care diagnostic applications previously inaccessible to hGPCR-based sensors in yeast. Looking ahead, the identification of YPet as the optimal fluorescent reporter for yeast hGPCR-based sensors opens the door to the standardized generation of hGPCR high-throughput assays in this host, and sets the stage for ultrahigh-throughput single-cell experiments toward the identification of new ligands for known GPCRs, GPCR deorphanization, and GPCR engineering to bind designer ligands.","G protein-coupled receptors (GPCRs) recognize ligands on the cell surface, initiating intracellular signaling pathways that control a variety of biological processes, from neurotransmission and hormone regulation to light detection and smell. As entryways into these pathways, GPCRs are key pharmacological targets, with 30% of FDA-approved drugs targeting them. High-throughput GPCR-based sensors in yeast are proven platforms for the identification of novel GPCR ligands. Most human GPCRs (hGPCRs), however, led to small increases in the signal after activation, hindering the development of high-throughput (HT) assays. To streamline the generation of HT assays for biomedically important hGPCRs, here we analyze five fluorescent reporters in the context of hGPCR-based sensors. Using the serotonin receptor 4 (HTR4)-based sensor as a testbed, we identify YPet, a yellow fluorescent protein previously evolved for improved intracellular fluorescence, as the optimal fluorescent reporter when using flow cytometry, fluorescence-activated cell sorting, or a fluorescent plate reader. YPet increases the dynamic range of hGPCR-based sensors in general, enabling the engineering of HTR4-, MC4R- S1PR2-, HTR1A-, and Mel1A-based sensors with vastly higher increases in signal than previously engineered sensors. YPet even allowed the construction of a functional HTR1D-based sensor, a sensor that had been difficult for the field to construct. Finally, the fast maturation of YPet reduces the time to readout from 4 h to 30 min, unlocking point-of-care diagnostic applications previously inaccessible to hGPCR-based sensors in yeast. Looking ahead, the identification of YPet as the optimal fluorescent reporter for yeast hGPCR-based sensors opens the door to the standardized generation of hGPCR high-throughput assays in this host, and sets the stage for ultrahigh-throughput single-cell experiments toward the identification of new ligands for known GPCRs, GPCR deorphanization, and GPCR engineering to bind designer ligands."
Non-invasive modulation of brain activity and behavior by transcranial radio frequency stimulation.,Non-invasive modulation of brain activity and behavior by transcranial radio frequency stimulation.,bioRxiv : the preprint server for biology,https://doi.org/10.1101/2025.11.27.691064,https://doi.org/10.1101/2025.11.27.691064,✅,"Achieving non-invasive, targeted modulation of deep brain tissue remains a major challenge in neurotechnology. Current non-invasive brain stimulation methods-such as transcranial electrical (TES), magnetic (TMS), and focused ultrasound (TFUS) stimulation-suffer from limitations in spatial focality, penetration depth, or skull-related distortions. Radio frequency (RF) energy, which penetrates biological tissue effectively, offers an alternative avenue for neural modulation. This study introduces Transcranial Radio Frequency Stimulation (TRFS) as a novel, contactless neuromodulation technique that leverages RF-induced thermal effects to modulate neural activity in vivo. We developed a custom RF stimulation system using 945 MHz stub antennas optimized for localized brain heating in mice. Using our unique experimental setup, we developed and tested two operational modes of TRFS: Pristine mode : RF stimulation applied to intact brain tissue. RF-genetics mode : RF stimulation applied to brain regions virally transduced to overexpress the thermosensitive TRPV1 ion channel. Neural activity was recorded using metal-free one-photon fiber photometry with GCaMP calcium indicators. Behavioral effects were assessed through a rotational test in freely moving mice after MK-801-induced hyperlocomotion. Local temperature changes were monitored by optical thermometry. In pristine mode, RF exposure induced temperature rises leading to dose-dependent suppression of cortical parvalbumin (PV) interneuron activity. This neural suppression translated behaviorally into a unilateral rotational bias ipsilateral to the stimulated hemisphere in hyperlocomotive freely moving mice.In RF-genetics mode, RF stimulation of TRPV1-overexpressing regions produced temperature-dependent excitation of neural activity once local change in temperatures exceeded ΔT ≈ 1.5 °C. Behaviorally, this excitation reversed the direction of rotation in hyperlocomotive freely moving mice, yielding a contralateral bias. TRFS represents a conceptual advance in neuromodulation, uniting the inherent capability of RF energy to target deep brain tissue with the biophysical reliability of thermal modulation. TRFS applications are bimodal, capable of influencing the pristine brain by suppressing the activity of specific neuronal populations in targeted regions, or of exciting selectively transfected neural ensembles expressing thermosensitive TRPV1 ion channels. The latter modality, first introduced here, represents a novel concept termed ""RF-genetics."" TRFS represents a promising platform for next-generation non-invasive brain stimulation with potential translational applications in treating various neurological and psychiatric disorders.","Achieving non-invasive, targeted modulation of deep brain tissue remains a major challenge in neurotechnology. Current non-invasive brain stimulation methods-such as transcranial electrical (TES), magnetic (TMS), and focused ultrasound (TFUS) stimulation-suffer from limitations in spatial focality, penetration depth, or skull-related distortions. Radio frequency (RF) energy, which penetrates biological tissue effectively, offers an alternative avenue for neural modulation. This study introduces Transcranial Radio Frequency Stimulation (TRFS) as a novel, contactless neuromodulation technique that leverages RF-induced thermal effects to modulate neural activity in vivo. We developed a custom RF stimulation system using 945 MHz stub antennas optimized for localized brain heating in mice. Using our unique experimental setup, we developed and tested two operational modes of TRFS: Pristine mode : RF stimulation applied to intact brain tissue. RF-genetics mode : RF stimulation applied to brain regions virally transduced to overexpress the thermosensitive TRPV1 ion channel. Neural activity was recorded using metal-free one-photon fiber photometry with GCaMP calcium indicators. Behavioral effects were assessed through a rotational test in freely moving mice after MK-801-induced hyperlocomotion. Local temperature changes were monitored by optical thermometry. In pristine mode, RF exposure induced temperature rises leading to dose-dependent suppression of cortical parvalbumin (PV) interneuron activity. This neural suppression translated behaviorally into a unilateral rotational bias ipsilateral to the stimulated hemisphere in hyperlocomotive freely moving mice.In RF-genetics mode, RF stimulation of TRPV1-overexpressing regions produced temperature-dependent excitation of neural activity once local change in temperatures exceeded ΔT ≈ 1.5 °C. Behaviorally, this excitation reversed the direction of rotation in hyperlocomotive freely moving mice, yielding a contralateral bias. TRFS represents a conceptual advance in neuromodulation, uniting the inherent capability of RF energy to target deep brain tissue with the biophysical reliability of thermal modulation. TRFS applications are bimodal, capable of influencing the pristine brain by suppressing the activity of specific neuronal populations in targeted regions, or of exciting selectively transfected neural ensembles expressing thermosensitive TRPV1 ion channels. The latter modality, first introduced here, represents a novel concept termed ""RF-genetics."" TRFS represents a promising platform for next-generation non-invasive brain stimulation with potential translational applications in treating various neurological and psychiatric disorders."
Nonionotropic action of an acid-sensing ion channel inhibits leukemogenesis in the acidic bone marrow niche.,Nonionotropic action of an acid-sensing ion channel inhibits leukemogenesis in the acidic bone marrow niche.,The Journal of clinical investigation,https://doi.org/10.1172/JCI189051,https://doi.org/10.1172/JCI189051,✅,"The metabolic microenvironment plays important roles in tumorigenesis, but how leukemia-initiating cells (LICs) response to the acidic BM niche remains largely unknown. Here, we show that acid-sensing ion channel 3 (ASIC3) dramatically delays leukemogenesis. Asic3 deletion results in a remarkably enhanced self-renewal, reduced differentiation, and 9-fold greater number of murine acute myeloid LICs. We developed an ultrasensitive, ratiometric, genetically encoded fluorescent pH sensor (pHluorin3) and demonstrated that LICs prefer localizing in the endosteal niche with a neutral pH range of 7.34-7.42, but not in the vascular niche with a lower pH range of 6.89-7.22. Unexpectedly, acid-ASIC3 signaling inhibits both murine and human LIC activities in a noncanonical manner by interacting with the N-terminal of STIM1 to reduce calcium-mediated CAMK1-CREB-MEIS1-LDHA levels, without inducing cation currents. This study reveals a pathway in suppression of leukemogenesis in the acidic BM niche and provides insight into targeting LICs or other cancer stem cells through pH-dependent ASICs.","The metabolic microenvironment plays important roles in tumorigenesis, but how leukemia-initiating cells (LICs) response to the acidic BM niche remains largely unknown. Here, we show that acid-sensing ion channel 3 (ASIC3) dramatically delays leukemogenesis. Asic3 deletion results in a remarkably enhanced self-renewal, reduced differentiation, and 9-fold greater number of murine acute myeloid LICs. We developed an ultrasensitive, ratiometric, genetically encoded fluorescent pH sensor (pHluorin3) and demonstrated that LICs prefer localizing in the endosteal niche with a neutral pH range of 7.34-7.42, but not in the vascular niche with a lower pH range of 6.89-7.22. Unexpectedly, acid-ASIC3 signaling inhibits both murine and human LIC activities in a noncanonical manner by interacting with the N-terminal of STIM1 to reduce calcium-mediated CAMK1-CREB-MEIS1-LDHA levels, without inducing cation currents. This study reveals a pathway in suppression of leukemogenesis in the acidic BM niche and provides insight into targeting LICs or other cancer stem cells through pH-dependent ASICs."
